id,text
960,Lloyds Bank Is Said to Face Potential Fine Over Handling of Insurance Complaints
961,"FDA approves NPS drug, in move validating Shire takeover deal"
962,"FDA approves NPS drug, in move validating Shire takeover deal"
963,3p PPI payout for Lloyds customer
964,LSE gets Hong Kong regulatory nod to HK firms to become LSE members
965,Britain's FTSE recovers two-month low after Diageo shares rally on bid report
966,Pearson Forecasts Rising Earnings as Reorganization Pays Off
967,Petrofac's order backlog rises to 13 billion pounds
968,Diageo Shares Surge on Report of Possible Takeover by Lemann
969,Diageo Shares Surge on Report of Possible Takeover by Lemann
970,Cuadrilla and protesters await Lancashire fracking decision
971,RBS chairman admits surprise at size of regulatory penalties
972,ITV Acquires 'Poldark' Production Company Mammoth Screen
973,"Royal Mail needs to deliver on modernisation plans, post haste"
974,Aberdeen to raise 100 mln stg to seed new funds
975,Morrisons helps FTSE edge higher energy shares slip
976,London Stock Exchange Group appoints Royal Mail's Donald Brydon to replace ...
977,"FTSE ends lower on weaker miners, Tesco outperforms"
978,Lloyds sells Irish loan portfolio for Â£827m
979,MOVES-Ex-shadow minister McClymont joins Aberdeen Asset Management
980,Barclays to speed up cost-cuts after new mis-selling hit
981,Barclays share price: Investment bank to shrink further despite CEO exit
982,Barclays said to be cutting 150 investment bank jobs
983,Johnson Matthey raises prospect of investor payout
984,London Stock Exchange unit in talks to operate Plato venue
985,InterContinental Hotels Denies Reports of Starwood Merger Talks
986,InterContinental Hotels Denies Reports of Starwood Merger Talks
987,REFILE-Hikma and Barclays help Britain's FTSE to climb higher
988,REFILE-Hikma and Barclays help Britain's FTSE to climb higher
989,US walrus protections hit Shell's Arctic drilling plan
990,BP asks for lower fine in penalty phase of Gulf spill trial
991,Ocwen Reaches Settlement With California Regulator
992,FDA Approves AstraZeneca's Iressa As Lung Cancer Treatment
993,AstraZeneca suffers setback after drug fails to treat eye cancer
994,Arm buoyed by race to build the internet of things
995,Royal Mail Revenue Flat As Letters Weakness Offsets Parcels Strength
996,Royal Mail shares fall as Ofcom publishes discussion document
997,Pearson in Talks to Sell Its Stake in the Economist Group
998,BP agrees to $18.7B penalty for oil spill; the tricky science behind ...
999,New York says Barclays not cooperating in 'dark pool' probe
1000,"UK sells more of Lloyds bank stake, 12.5 billion pounds raised so far"
1001,British American Tobacco first-half sales hurt by currency moves
1002,Zurich Insurance Considering Offer for UK Rival RSA Insurance
1003,Zurich Insurance Considering Offer for UK Rival RSA Insurance
1004,Blueprint Receives FDA Nod To Proceed With Clinical Trials For 2 Drug ...
1005,Japan's Nikkei lands Financial Times in $1.3 billion deal
1006,Japan's Nikkei lands Financial Times in $1.3 billion deal
1007,Exclusive - Britain targets sale of half its RBS stake in two years: sources
1008,UPDATE 1-BG Group's record output limits oil price fallout
1009,"Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients"
1010,"Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients"
1011,"Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients"
1012,Persimmon sees post-election pick-up
1013,UPDATE 1-AstraZeneca sells rare cancer drug to Sanofi for up to $300 mln
1014,UPDATE 1-AstraZeneca sells rare cancer drug to Sanofi for up to $300 mln
1015,Sainsbury sells unit to LloydsPharmacy
1016,Sainsbury sells unit to LloydsPharmacy
1017,"Failure of leadership' behind Tesco troubles, says former CEO Leahy"
1018,"Barclays boss McFarlane seen speeding asset sales, cost cuts"
1019,CompaniesTullow says gas exports at key field disrupted
1020,BAE Systems's sales boosted by European Typhoon and currencies
1021,CompaniesShell sells stake in Showa Shell Sekiyu for $1.4bn
1022,"Royal Mail breached competition law"" over delivery service changes"
1023,How Big Was BP's $5.8 Billion Loss?
1024,CompaniesRBS pulls a surprise: a 27% jump in profits
1025,"AstraZeneca beats profit forecasts, helped by external deals"
1026,Britvic steps up overseas expansion with Brazilian acquisition
1027,Persimmon revenues lifted 12% by post-election confidence
1028,Understated approach of Jenkins failed to win Barclays board over
1029,IHG agrees $938 sale of InterContinental Hong Kong
1030,"Britain's FTSE steadies, supported by Dixons Carphone"
1031,PRESS: Pearson Set To Announce Sale Of Financial Times - Reuters
1032,Royal Mail is improving â€“ but it's no red-letter day
1033,Barclays 'bad bank' chief to step down
1034,Glaxo's ViiV Healthcare Signs China Manufacturing Deal With Desano
1035,Glaxo's ViiV Healthcare Signs China Manufacturing Deal With Desano
1036,Beach holiday demand helps lift clouds for easyJet
1037,AstraZeneca sells Caprelsa rights to Sanofi unit
1038,AstraZeneca sells Caprelsa rights to Sanofi unit
1039,CompaniesITV's audience numbers fall to lowest in 15 years
1040,Unilever Continues to Battle Soft Demand
1041,Can BP Restore Its Lost Luster?
1042,UPDATE 5-Barclays Chairman McFarlane axes CEO to speed up strategic change
1043,AstraZeneca heart drug boosted by major clinical trial success
1044,Dixons Carphone Profit Beats Forecast in First Year Since Merger
1045,Barclays Said to Cut 150 at Investment Bank as McCormick Departs
1046,Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout
1047,Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout
1048,BG Group ships first LNG From Queensland Curtis
1049,"GlaxoSmithKline beats profit forecasts despite Advair hit, lower margins"
1050,UPDATE 1-Shire takes Q2 earnings pain for long-term gain
1051,"FTSE led lower by M&S, GlaxoSmithKline"
1052,"FTSE led lower by M&S, GlaxoSmithKline"
1053,Morrisons faces festive sales test
1054,GKN to buy Fokker Technologies for 706 mln euros
1055,GKN to buy Fokker Technologies for 706 mln euros
1056,Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group
1057,Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group
1058,Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group
1059,"UPDATE: CIB, Legal & General Sell Egyptian Life Joint Venture To AXA"
1060,"UPDATE: CIB, Legal & General Sell Egyptian Life Joint Venture To AXA"
1061,"Intercontinental Hotels, Starwood held early deal talks - FT"
1062,Britain facing winter of blackouts as National Grid warns of tightest power ...
1063,Barclays denies deferred prosecution offer from SFO
1064,Chime Communications Set To Be Acquired By WPP And Providence
1065,Chime Communications Set To Be Acquired By WPP And Providence
1066,Unilever posts weaker-than-expected fourth quarter
1067,"CompaniesNew Aggreko CEO to reshape business, strip costs"
1068,UPDATE 1-Petrofac posts net loss hurt by Shetland Islands project costs
1069,AstraZeneca to Pay Inovio Up to $700 Million for Cancer Drug
1070,AstraZeneca to Pay Inovio Up to $700 Million for Cancer Drug
1071,Rio Tinto CEO says iron ore market at equilibrium
1072,US sanctions put Gazprom-Shell alliance plans in jeopardy
1073,US sanctions put Gazprom-Shell alliance plans in jeopardy
1074,Standard Chartered Not Raising Capital Yet As Dividend Cut
1075,UPDATE 1-RBS raising $3.1 billion through issue of CoCo bonds
1076,Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...
1077,Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...
1078,"UPDATE 1-BHP Billiton's credit ratings fragile in FY16, agencies warn"
1079,CRH adds CR Laurence to acquisitions tally for $1.3bn
1080,CRH adds CR Laurence to acquisitions tally for $1.3bn
1081,UK's Morrisons in talks to sell convenience stores - source
1082,US judge upholds gas market manipulation charge against BP
1083,Stakes High for AstraZeneca Heart Drug Facing Tough Competition
1084,Shire to buy NPS for $5.2 billion to boost rare disease drugs
1085,Shire to buy NPS for $5.2 billion to boost rare disease drugs
1086,"US STOCKS-Wall St rises on Berkshire deal, China stimulus hopes"
1087,Novartis buys remaining rights to GSK treatment in deal up to $1 billion
1088,Novartis buys remaining rights to GSK treatment in deal up to $1 billion
1089,"AstraZeneca bags another cancer drug deal, this time with Inovio"
1090,"AstraZeneca bags another cancer drug deal, this time with Inovio"
1091,REFILE-Aviva Investors to move 34 bln euros in assets from AXA fund arm
1092,REFILE-Aviva Investors to move 34 bln euros in assets from AXA fund arm
1093,PRESS: US High-Frequency Lawsuit Against Barclays Dismissed - Reuters
1094,UPDATE 2-Warren Buffett's Berkshire Hathaway nearing deal to buy Precision ...
1095,HSBC selling unprofitable Brazil unit to Bradesco for $5.2 billion
1096,"Glencore posts 3 pct fall in H1 copper output, cuts capex"
1097,"L&G still paying price for dividend cut during crisis, chief says"
1098,Royal Bank of Scotland fortunes ebbed and flowed under 3 chiefs
1099,Persimmon sells 17% more houses in 2014
1100,Tesco share price: Korean currency slide may hit Homeplus sale plans
1101,"UPDATE 2-Exchanges, Barclays win dismissal of US high-frequency trading case"
1102,Reluctant shareholder George Osborne loses patience with RBS
1103,BUZZ-BG Group: outperforms sector after record output
1104,Buffett's Company Reports 37 Percent Drop in 2Q Earnings
1105,Wolseley helps lift FTSE from losses
1106,US judge rules that BP spill smaller than feared
1107,Travis Perkins Hikes Dividend 20% As Profit And Revenue Rise
1108,UPDATE 2-BHP Billiton profit dives to 10-year low on commodities rout
1109,GSK hopes big clinical trial can breath new life into lung drug
1110,UPDATE 5-Buffett pays high price for Precision Castparts
1111,Shire Offers to Buy Baxalta for $30 Billion
1112,"Britain's FTSE led lower by ITV, William Hill"
1113,"Tesco, Asda sales fall as march of the discounters continues: Kantar"
1114,"Rio Tinto CEO Sam Walsh rejects fears over China growth, demand"
1115,Shell shells out over Nigeria oil spill
1116,2ND UPDATE: Standard Chartered Mulls Capital Raising As Profit Tumbles
1117,Shire proposes $30 bln all-share tie-up with Baxalta
1118,Shire proposes $30 bln all-share tie-up with Baxalta
1119,Centrica share price: British Gas under fire despite 5% price cut
1120,Glencore leads Britain's FTSE lower as China concerns weigh
1121,Dixons Carphone says cyber attack may have exposed customers' data
1122,"Tesco, Asda sales fall as march of the discounters continues-Kantar"
1123,Meggitt Acquires Cobham Advanced Composites Unit For USD200 Million
1124,"BHP, Glencore Head Tumbling Miners as Commodity Rout Deepens"
1125,Direct Line Raises 2015 Guidance On Combined Ratio Improvement
1126,Verizon and AT&T accused of hurting rivals
1127,Verizon and AT&T accused of hurting rivals
1128,"FTSE 100 falls as China devaluation hits Burberry, mining stocks"
1129,AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals
1130,AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals
1131,AstraZeneca's $727 million play to do away with chemotherapy
1132,Drugmaker Shire bids $30 bln for Baxter spin-off Baxalta
1133,"Nine banks including Barclays, Citi, agree to pay $2 billion to settle forex ..."
1134,"Nine banks including Barclays, Citi, agree to pay $2 billion to settle forex ..."
1135,Sunday Papers: Shire told to raise its offer by Baxalta investors
1136,Intertek profit up 16.1%; expects to meet forecast
1137,BP Judge Urged to Impose $11.7 Billion-Plus Spill Fine
1138,Fresnillo Production Surges But Profit Hit By Lower Prices
1139,UPDATE 1-Shire steps up drive to get Baxalta talking after $30 bln bid
1140,UPDATE: Aggreko Interim Profit Drops As It Undertakes Restructuring
1141,Bunzl blames weakness in United States for first-half revenue slowdown
1142,Even Superman Skeoch will struggle with his dual role at Standard Life
1143,FDA approves Shire's Vyvanse for binge-eating disorder
1144,Standard Chartered faces fresh claims of Iran sanctions violations
1145,U.K. Shares Extend Rebound for Second Day as EasyJet Surges
1146,CompaniesCar insurer Hastings Group driving Â£180m IPO
1147,Glencore Sells Shares to Raise $2.5 Billion and Reduce Debt
1148,"Valeant, AstraZeneca strike psoriasis drug deal"
1149,UPDATE 6-Royal Dutch Shell pulls plug on Arctic exploration
1150,Royal Dutch Shell pulls plug on Arctic exploration
1151,UPDATE 2-Tesco sells South Korean unit to MBK-led group for $6.1 bln
1152,UPDATE 1-Dairy Crest loses a third of Morrisons milk contract
1153,UPDATE 1-Dairy Crest loses a third of Morrisons milk contract
1154,RBS becomes a shadow of its former self
1155,Sale of Tesco's Clubcard business to WPP on the verge of collapse
1156,CompaniesShine comes off Kingfisher despite expansion plans
1157,Industry NewsAggreko buys Canada's ICS for Â£18m
1158,Whitbread to hike prices to offset 'substantial' national living wage bill
1159,Meggitt agrees to buy US aerospace component firm for $340 million
1160,MBK Partners closes in on $6bn Tesco Korea deal
1161,Glencore slumps 25 pct as debt fears grow
1162,Royal Dutch Shell Posts Rise in Earnings Despite Lower Oil Prices
1163,Old Mutual share price: CFO to leave company
1164,Horizonte acquires neighbouring Glencore nickel property in Brazil
1165,Horizonte acquires neighbouring Glencore nickel property in Brazil
1166,Standard Chartered share price: Aberdeen CEO would back potential capital increase
1167,Glencore shares rally after miner hits back
1168,Companies Thetrainline.com announces arrival of London IPO
1169,UPDATE 1-Engineering firm Smiths Group confirms CEO appointment
1170,Industry NewsMorrisons unveils which stores will close as 900 jobs face the axe
1171,MarketsWolseley shares wilt 8.8% after full year results
1172,Morrisons share price: CEO raises shareholding
1173,Profit slumps at troubled UK grocer Morrisons
1174,Glencore slumps 30 percent as debt fears grow
1175,EU regulators clear Shell's takeover of BG Group
1176,RPT-UK supermarkets braced for battle as Tesco comes out fighting
1177,G4S wins security services contracts in Iraq and Afghanistan
1178,"UPDATE 1-SABMiller leads S.African shares higher, rand firms"
1179,Aberdeen Asset Management Gains Foothold In China
1180,"Whitbread eyes savings, price rises to offset wage rises"
1181,ARM Holdings plc Partners With International Business Machines Corp. To Drive ...
1182,ARM Holdings plc Partners With International Business Machines Corp. To Drive ...
1183,"FTSE 100 drops 2.5 pct on Glencore, metals price fears"
1184,Persimmon shares nudge higher as housebuilder sees strong 2014
1185,"After Barclays and Bank of America, Citigroup has blockchain in sight"
1186,"After Barclays and Bank of America, Citigroup has blockchain in sight"
1187,"After Barclays and Bank of America, Citigroup has blockchain in sight"
1188,AB InBev approaches SABMiller to explore $250bn tie-up
1189,AB InBev approaches SABMiller to explore $250bn tie-up
1190,CompaniesAstraZeneca wins nod for 'blockbuster' hopeful
1191,"UK government sells more Lloyds shares, cuts stake to below 12 percent"
1192,Tesco Sale Is Asia's Biggest Private-Equity Deal
1193,Market Report: New Morrisons chief executive buys another Â£500000 worth of ...
1194,EU regulator backs approval for GSK injectable asthma drug
1195,Kingfisher set to open another 200 Screwfix stores
1196,"Britain's FTSE rises, led up by Glencore surge"
1197,BP Seeks to Get Back Some Gulf Oil Spill Business Payouts
1198,AstraZeneca wins US approval for longer use of blood thinner
1199,Morrisons warns of long road to recovery after profit plunge
1200,Tesco picks buyout firm MBK as preferred bidder for South Korea unit - sources
1201,Glencore fight back over debt fears lifts shares
1202,"News FeedFTSE 100 movers: Ashtead jumps on strong interims; Glencore, BP in ..."
1203,Industry NewsHammerson joint venture buys Dublin loan portfolio
1204,Brewer AB InBev seeks $275 bln tie-up with SABMiller
1205,Brewer AB InBev seeks $275 bln tie-up with SABMiller
1206,Tesco sells South Korean arm to private equity group for $6.1 billion
1207,AB InBev looks to win over SABMiller investors
1208,AB InBev looks to win over SABMiller investors
1209,UPDATE 1-EU regulator backs approval for GSK injectable asthma drug
1210,Glencore raises $2.5bn through share placing to help cut debt load
1211,Copper market may get a 2003-style supply shock from Glencore closures
1212,Tesco Said to Discuss Central and Eastern European Unit Sale
1213,Investor body in talks with Glencore on $2.5 bln placing - Sky News
1214,Breakingviews: IAG can pay more for Aer Lingus
1215,Breakingviews: IAG can pay more for Aer Lingus
1216,Glencore shares in record crash as profit fears grow
1217,TalkTalk hires BAE Systems to investigate cyber attack
1218,TalkTalk hires BAE Systems to investigate cyber attack
1219,AB InBev Holds Talks With Regulators About California Deals
1220,"RBS warns of higher misconduct charges, obstacles ahead"
1221,Glencore tells investors it is on track to reduce debt: Barclays
1222,Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle
1223,Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle
1224,"Glencore to sell copper mines in Australia, Chile"
1225,Tesco share price jumps as Q3 sales top estimates
1226,Copper Prices up on Glencore Cuts to Zinc Supply
1227,Aviva Investors admits redemptions 'too high' after Â£500m outflow
1228,AstraZeneca diabetes drug combination faces delay after FDA rebuff
1229,Industry NewsStandard Life enjoys strong inflows to lift assets under management
1230,CompaniesUK government lines up Â£2bn Lloyds retail share sale
1231,"METALS-Zinc soars 10 pct, fuelling metals surge after Glencore cuts output"
1232,"UK Stocks Little Changed as Ashtead Gains, Housing Shares Drop"
1233,Stars aligned' for AB InBev's megabrew merger plan
1234,Meggitt plc Crashes 20% On Profit Warning: Is It Now A Buy?
1235,UK government cuts stake in Lloyds to below 11 pct
1236,SABMiller revenue hit by weaker EM currencies
1237,UPDATE 5-SABMiller rejects AB InBev's $104 bln takeover approach
1238,UPDATE 5-SABMiller rejects AB InBev's $104 bln takeover approach
1239,CRH's concrete bid for Holcim Lafarge assets
1240,CRH's concrete bid for Holcim Lafarge assets
1241,Shire rises as dry eye treatment sails through trial
1242,"GlaxoSmithKline heart drug flops in study, shingles vaccine on track"
1243,Tesco says recovery plan working after profit collapse
1244,Sainsbury's and Glencore give FTSE a three-digit lift - London Report
1245,Sainsbury's and Glencore give FTSE a three-digit lift - London Report
1246,ABN Amro: Bank that brought down RBS poised for return to the market
1247,Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered
1248,ITV backs Carl Frampton to revive the glory days
1249,Industry NewsWood Group wins multi-million dollar contract with BP
1250,REFILE-RPT-Beer mega merger faces jobs battle in SABMiller's birthplace
1251,GSK joins China trade push as UK trumpets healthcare deals
1252,AB InBev ups offer for SABMiller as deadline looms
1253,AB InBev ups offer for SABMiller as deadline looms
1254,"European shares fall on Chinese import data, SABMiller soars"
1255,Government to sell off remaining 14% stake in Royal Mail
1256,Tesco PLC's Recovery Continues With A Â£250m Cash Infusion
1257,Shell profit rises as company resist oil slump
1258,Tesco chief excutive Dave Lewis sees 'encouraging signs' despite profits tumble
1259,Climate qualms mean oil will never be used up - BP
1260,"METALS-Zinc surges 12 pct after Glencore cuts output, fuelling metals rally"
1261,HSBC to sell Bermuda trust and investment management business
1262,CompaniesUnilever sales lifted by ice cream in soft economy
1263,"UPDATE 3-Glencore resumes slide despite investor meeting, John Mack share purchase"
1264,Tesco share price: Grocer and peers to step up branded products cull
1265,Tesco share price: Brand Guarantee comes under fire
1266,Tesco store closures herald broader property overhaul
1267,"UPDATE 1-Glencore flags sale of some Australia, Chile assets"
1268,Hargreaves Lansdown says first-quarter assets hit by stock market flux
1269,Glencore director puts money back on the table
1270,Stars aligned' for AB InBev's megabrew merger plan
1271,AB InBev's Latest Bid Said Unlikely to Win SABMiller's Approval
1272,AB InBev's Latest Bid Said Unlikely to Win SABMiller's Approval
1273,Persimmon share price climbs on 23% rise in full-year revenue
1274,Diageo sells wine businesses for 320m pounds
1275,Britain's FTSE forges ahead as Shire surges
1276,Anheuser-Busch InBev Increases Offer for Rival SABMiller
1277,Anheuser-Busch InBev Increases Offer for Rival SABMiller
1278,Why I'd Buy ARM Holdings plc And BHP Billiton plc Today
1279,Why I'd Buy ARM Holdings plc And BHP Billiton plc Today
1280,Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today
1281,Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today
1282,Barclays shares dive as plan for ring-fencing costs extra Â£1 billion
1283,UK government cuts stake in Lloyds to below 11 percent
1284,EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany
1285,EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany
1286,CompaniesSmith & Nephew flops 6.8% to foot of FTSE 100
1287,UPDATE 3-SABMiller rejects 'informal' offer from AB InBev as too low - Bloomberg
1288,London Stock Exchange Group's quarterly revenue rises 12 percent
1289,Staley to face challenges at Barclays
1290,"Diageo, Heineken Exchange Emerging-Market Brewing Assets"
1291,Ruling sets lower limit on potential fine for BP
1292,Glencore shares enjoy bounce-back after Hong Kong-led surge
1293,BP cuts capex for third time this year to deal with weak oil
1294,"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources"
1295,"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources"
1296,Kinder Morgan and BP Form Joint Venture Limited Liability Company to Purchase ...
1297,Kinder Morgan and BP Form Joint Venture Limited Liability Company to Purchase ...
1298,Supreme Court Upholds $236 Million Jury Award Against ExxonMobil
1299,National Grid mulls sale of UK gas distribution business
1300,Former Aviva Investors analyst Mothahir Miah banned and fined Â£139000 by FCA ...
1301,Barclays faces another heavy forex fine
1302,Standard Chartered's Shares Plunge 7% After Fitch Downgrade
1303,Sharm el Sheikh: EasyJet axes all flights to Egypt's leading holiday resort
1304,AstraZeneca cancer drug may not be so fast getting to market
1305,"Falling oil prices hurt Hunting, Weir Group"
1306,Shell fined by Scottish court for 2011 North Sea oil spill
1307,Reed Elsevier share price slides on underwhelming full-year results
1308,WPP wins race for 'programmatic buying' agency Essence Digital
1309,WPP wins race for 'programmatic buying' agency Essence Digital
1310,BHP Billiton share price: Brazil to sue Samarco for Â£3.5bn
1311,BHP Billiton share price: Brazil to sue Samarco for Â£3.5bn
1312,G4S slides on balance sheet worries
1313,FDA approves AstraZeneca drug for advanced lung cancer
1314,CompaniesTullow Oil will cut expenditure further in 2016
1315,HSBC appoints business leaders to board
1316,InterContinental Hotels denies exploring sale or merger
1317,AstraZeneca lupus drug cuts disease activity in mid-stage trial
1318,AB InBev to sell Peroni and Grolsch
1319,Tesco boss urges rethink on minimum wage and business rates
1320,"HSBC shakes up board with two new business chiefs, three departures"
1321,British American Tobacco says would fight UK 'plain packaging' law
1322,Barclays poised to replace Sir Mike Rake as he heads for exit
1323,Secretive Barclays deal involved Qatari clients
1324,Shell and BG Shareholders to Vote on Deal at End of January
1325,Shell and BG Shareholders to Vote on Deal at End of January
1326,UPDATE 3-Barclays sells Italian branches to Mediobanca at a loss
1327,RBS turns away savers in latest glitch
1328,"CEOs of BPM, UBI meet Italy econ minister as M&A talk heats up"
1329,"CEOs of BPM, UBI meet Italy econ minister as M&A talk heats up"
1330,Sainsbury's pressed to raise bid for Home Retail Group
1331,Diageo share price: Group issues half-year update
1332,Valeant Names Interim Leader as CEO Remains Hospitalized
1333,Valeant Said to Name New CEO With Pearson Still Hospitalized
1334,Analyst Views: Astrazeneca shares have seen recent volatility; what will 2015 ...
1335,G4S suspends workers at UK youth centre over allegations of unnecessary force
1336,"Broker tips: RBS, Croda, Sage"
1337,"Broker tips: RBS, Croda, Sage"
1338,"Broker tips: RBS, Croda, Sage"
1339,Valeant's Pearson says timing of return uncertain
1340,"HSBC keeps headquarters in London, rejects move to Hong Kong"
1341,BAE Systems lines up oil executive Woodburn as next CEO - source
1342,ConAgra Names Former Hillshire Farms CEO Connolly to Top Post
1343,CompaniesTesco bumps up pay for store staff
1344,Merged LSE and Deutsche BÃ¶rse would be led by Germany's Kengeter
1345,Merged LSE and Deutsche BÃ¶rse would be led by Germany's Kengeter
1346,BG Group appoints new CEO one month early
1347,BT finance director Tony Chanmugam to step down
1348,CompaniesRoyal Mail adds a penny to stamp prices
1349,BAE Systems lines up oil exec Woodburn as next CEO -source
1350,"Valeant CEO Returns From Leave, Company Withdraws Guidance"
1351,GlaxoSmithKline starts hunt for successor to CEO Witty
1352,Next Barclays Investment Banking Chief May Signal Staley's Strategy
1353,New BG Group CEO Helge Lund Starts Earlier Than Expected
1354,Barclays poaches new chief operating officer Paul Compton from JP Morgan Chase
1355,Barclays poaches new chief operating officer Paul Compton from JP Morgan Chase
1356,Barclays appoints JPMorgan's Paul Compton as new COO
1357,Barclays appoints JPMorgan's Paul Compton as new COO
1358,U.S. Debt Lures Schroders as ECB Depresses Rates
1359,CompaniesThiam received Â£5m pay packet for final months at Prudential
1360,UK MORNING BRIEFING: Sky And Hargreaves Lansdown Bookend FTSE 100
1361,Sanofi poaches AstraZeneca scientist as new research head
1362,Sanofi poaches AstraZeneca scientist as new research head
1363,Intertek Group announces strategic update outlining its plan
1364,NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger
1365,NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger
1366,NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger
1367,CompaniesSanofi poaches immunology expert from AstraZeneca
1368,RBS Pays $1.7 Billion to Scrap U.K. Treasury's Dividend Rights
1369,Clinigen chosen by AstraZeneca to manage access programme for next ...
1370,Sotheby's chairman takes his final sale
1371,"Barclays gives top bosses, including new chief executive Jes Staley, Â£8.7m in shares"
1372,CEO of Berkshire's Gen Re to retire; Jain's role grows
1373,Entertainment One dispels ITV takeover rumours
1374,"Shell, Chevron Await LNG's Return From `Pause Mode'"
1375,"Shell, Chevron Await LNG's Return From `Pause Mode'"
1376,Tesco share price steady as analysts weigh in on results
1377,BT share price: Watchdog bans telco's broadband adverts
1378,CompaniesRoyal Mail swerves new pricing regulations
1379,Barclays launches first 100% mortgages since crisis
1380,Berkshire Hathaway names Kara Raiguel to lead General Re unit
1381,Intercontinental Exchange Opts Not to Bid for London Stock Exchange
1382,Sainsbury CFO Rogers to Replace Home Retail CEO Walden
1383,Sainsbury CFO Rogers to Replace Home Retail CEO Walden
1384,CompaniesMorrisons CEO survives rebellion over pay
1385,Morrisons offers to rehire staff from under-threat My Local chain
1386,Exclusive: Barclays reins in foreign exchange trading before referendum result - sources
1387,EasyJet Seeks EU Operating Certificate as Brexit Workaround
1388,Barclays Libor verdicts provide much-needed victory for SFO
1389,Rolls-Royce to Ensure Compliance After Petrobras Bribery Report
1390,Rolls-Royce to Ensure Compliance After Petrobras Bribery Report
1391,BP slashes capital spending by 20%
1392,Sainsbury's share price: Grocer launches click-and-collect
1393,HSBC share price in focus as executives receive call to appear before MPs
1394,New management bring rights issue risk at Standard Charteredâ€
1395,SSE share price: Peterhead station to supply voltage support to National Grid
1396,Prudential shares halted in Hong Kong pending announcement
1397,Standard Chartered Will Close Equity Sales and Research Business
1398,Credit Suisse poaches Prudential's Thiam for Asian push
1399,Insurer Old Mutual picks Standard Bank's Hemphill as new CEO
1400,Insurer Old Mutual picks Standard Bank's Hemphill as new CEO
1401,PRESS: UK Government Would Oppose Any BP Takeover - FT
1402,UPDATE 1-UK government would oppose any takeover of BP -FT
1403,US says HSBC must do more to improve compliance
1404,Shell seeks to remove Greenpeace activists from oil rig
1405,UPDATE 1-BP shareholders back more disclosure on climate change risks
1406,Speed of Shell's swoop for BG unusual
1407,Speed of Shell's swoop for BG unusual
1408,Berkshire Shareholders Pepper Warren Buffett With Some Hard Questions
1409,"UPDATE 1-Norway's Statoil shakes up top management, replaces CFO"
1410,Berkshire holders hit Buffett with hard questions
1411,MillerCoors Board Names Gavin Hattersley Interim CEO
1412,Royal Mail hands chief executive Moya Greene a 13% rise in her pay package
1413,Carnival Corporation and China Merchants Group Sign Memo of Understanding ...
1414,Carnival Corporation and China Merchants Group Sign Memo of Understanding ...
1415,NPS prospects dependent on drug approval
1416,UPDATE 1-Britain to review Royal Mail regulation after rival exits market
1417,CompaniesHoward Davies appointment as RBS director delayed
1418,CompaniesDiageo moves CFO to lead North American business
1419,UPDATE 1-Britain raises $1.2 bln from Royal Mail stake sale
1420,LSE Group names former SEC head Schapiro non-executive director
1421,RSA Insurance Hires Towergate's Egan as Chief Financial Officer
1422,RSA Insurance Hires Towergate's Egan as Chief Financial Officer
1423,Barclays says has spent $150 million on US 'living will'
1424,Lloyds returns Â£13bn to UK taxpayer
1425,CompaniesShell sells stake in Showa Shell Sekiyu for $1.4bn
1426,AstraZeneca share price: Crohn's Disease drug divested for $215m
1427,PRESS: Pearson Set To Announce Sale Of Financial Times - Reuters
1428,Report: Financial Times up for sale
1429,Shire in talks with Baxalta shareholders
1430,Shire CEO steps up drive to get Baxalta board talking
1431,Shire CEO steps up drive to get Baxalta board talking
1432,Carnival Corporation Launches Shipboard Mobile Gaming Solution For Mid ...
1433,Bidders Abandon Auction Of Tesco Data Unit
1434,Glencore has a mogul in denial
1435,Imperial Tobacco launches caffeinated mouth strips
1436,PRESS: HSBC Chairman Hints Bank May Retain UK Domicile - Tel
1437,CompaniesAB InBev signals it won't go hostile for SABMiller
